D_IPERE;M_NUMERO;M_DEBUT;M_FEXP;M_AUTO;M_PERS;M_DOMRMR;M_DOMSDR;M_DOMSR;M_DOMSM;M_DOMXCOOR;M_DOMYCOOR;P_RANG;P_DEBUT;P_FEXP;P_SEXE;P_GRAGE;P_STATUT;P_PERMIS;P_DEPLAC;D_HREDE;D_GRHRE;D_MOTIF;D_MODE;D_MODE1;D_MODE2;D_MODE3;D_MODE4;D_MODE5;D_MODE6;D_MODE7;D_MODE8;D_MODE9;D_ORIRMR;D_ORISDR;D_ORISR;D_ORISM;D_ORIXCOOR;D_ORIYCOOR;D_DESRMR;D_DESSDR;D_DESSR;D_DESSM;D_DESTXCOOR;D_DESTYCOOR
119;1003072;;24.75;1;3;462;2466023;4620276.00;108;292500;5048500;3;1;25.99;1;5;3;2;1;1200;4;4;TC;3;4;4;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620055.01;102;300500;5040500
120;1003072;;24.75;1;3;462;2466023;4620276.00;108;292500;5048500;3;;25.99;1;5;3;2;2;1700;5;11;TC;4;4;3;;;;;;;462;2466023;4620055.01;102;300500;5040500;462;2466023;4620276.00;108;292500;5048500
121;1003136;1;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;1;16.87;2;13;1;1;1;800;2;1;AP;2;;;;;;;;;462;2466023;4620269.00;108;291500;5044500;462;2466023;4620161.00;106;298500;5042500
122;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.87;2;13;1;1;2;1040;3;2;AJ;11;;;;;;;;;462;2466023;4620161.00;106;298500;5042500;462;2458227;4620884.02;301;303500;5044500
123;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.87;2;13;1;1;3;1200;4;2;AJ;11;;;;;;;;;462;2458227;4620884.02;301;303500;5044500;462;2466023;4620061.00;101;299500;5040500
124;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.87;2;13;1;1;4;1400;4;1;AJ;11;;;;;;;;;462;2466023;4620061.00;101;299500;5040500;462;2466023;4620161.00;106;298500;5042500
125;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.87;2;13;1;1;5;1740;5;5;MV;14;;;;;;;;;462;2466023;4620161.00;106;298500;5042500;462;2466023;4620279.00;108;291500;5045500
126;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.87;2;13;1;1;6;1830;6;11;TC;4;3;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620269.00;108;291500;5044500
127;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;2;1;18.61;1;12;1;1;1;800;2;1;AC;1;;;;;;;;;462;2466023;4620269.00;108;291500;5044500;462;2466023;4620171.00;106;297500;5042500
128;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;2;;18.61;1;12;1;1;2;1800;5;2;AC;1;;;;;;;;;462;2466023;4620171.00;106;297500;5042500;462;2466023;4620126.00;105;295500;5040500
129;1003136;;17.56;1;2;462;2466023;4620269.00;108;291500;5044500;2;;18.61;1;12;1;1;3;2100;6;11;AC;1;;;;;;;;;462;2466023;4620126.00;105;295500;5040500;462;2466023;4620269.00;108;291500;5044500
130;1003310;1;12.91;0;2;462;2466023;4620265.00;108;293500;5045500;1;1;14.08;2;16;4;2;1;1200;4;6;AP;2;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2465005;4620643.01;403;284500;5047500
131;1003310;;12.91;0;2;462;2466023;4620265.00;108;293500;5045500;1;;14.08;2;16;4;2;2;1600;5;11;AP;2;;;;;;;;;462;2465005;4620643.01;403;284500;5047500;462;2466023;4620265.00;108;293500;5045500
132;1003310;;12.91;0;2;462;2466023;4620265.00;108;293500;5045500;2;1;12.4;2;13;1;1;1;715;2;1;MV;14;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2466023;4620225.00;107;294500;5044500
133;1003310;;12.91;0;2;462;2466023;4620265.00;108;293500;5045500;2;;12.4;2;13;1;1;2;1600;5;11;MV;14;;;;;;;;;462;2466023;4620225.00;107;294500;5044500;462;2466023;4620265.00;108;293500;5045500
134;1003381;1;28.48;3;3;462;2466023;4620264.01;108;293500;5045500;1;1;30.18;1;12;1;1;1;730;2;1;AC;1;;;;;;;;;462;2466023;4620264.01;108;293500;5045500;462;2466023;4620013.00;112;301500;5048500
135;1003381;;28.48;3;3;462;2466023;4620264.01;108;293500;5045500;1;;30.18;1;12;1;1;2;1900;6;11;AC;1;;;;;;;;;462;2466023;4620013.00;112;301500;5048500;462;2466023;4620264.01;108;293500;5045500
136;1003381;;28.48;3;3;462;2466023;4620264.01;108;293500;5045500;2;1;27.99;2;12;1;1;1;630;2;1;AC;1;;;;;;;;;462;2466023;4620264.01;108;293500;5045500;462;2466023;4620063.00;101;299500;5039500
137;1003381;;28.48;3;3;462;2466023;4620264.01;108;293500;5045500;2;;27.99;2;12;1;1;2;2300;6;11;AC;1;;;;;;;;;462;2466023;4620063.00;101;299500;5039500;462;2466023;4620264.01;108;293500;5045500
138;1003446;1;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;1;1;16.73;2;9;1;2;1;703;2;9;TC;3;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
139;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;1;;16.73;2;9;1;2;2;715;2;1;KR;3;4;17;11;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620410.03;119;291500;5041500
140;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;1;;16.73;2;9;1;2;3;1630;5;11;TC;3;3;;;;;;;;462;2466023;4620410.03;119;291500;5041500;462;2466023;4620276.00;108;292500;5047500
141;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;2;1;20.69;1;9;7;1;1;650;2;9;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620123.00;105;295500;5040500
142;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;2;;20.69;1;9;7;1;2;1030;3;11;AC;1;;;;;;;;;462;2466023;4620123.00;105;295500;5040500;462;2466023;4620276.00;108;292500;5047500
143;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;2;;20.69;1;9;7;1;3;1740;5;10;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
144;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;2;;20.69;1;9;7;1;4;1750;5;9;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620616.00;118;293500;5050500
145;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;2;;20.69;1;9;7;1;5;1900;6;11;AC;1;;;;;;;;;462;2466023;4620616.00;118;293500;5050500;462;2466023;4620276.00;108;292500;5047500
146;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;3;1;17.73;2;2;3;5;1;650;2;8;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620123.00;105;295500;5040500
147;1003446;;16.55;1;4;462;2466023;4620276.00;108;292500;5047500;3;;17.73;2;2;3;5;2;1030;3;11;AP;2;;;;;;;;;462;2466023;4620123.00;105;295500;5040500;462;2466023;4620276.00;108;292500;5047500
148;1003636;1;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;1;1;19.81;2;16;4;1;1;800;2;6;AC;1;;;;;;;;;462;2466023;4620288.00;108;285500;5041500;462;2466142;4620521.07;132;281500;5038500
149;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;1;;19.81;2;16;4;1;2;1000;3;11;AC;1;;;;;;;;;462;2466142;4620521.07;132;281500;5038500;462;2466023;4620288.00;108;285500;5041500
150;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;1;;19.81;2;16;4;1;3;1115;3;6;AP;2;;;;;;;;;462;2466023;4620288.00;108;285500;5041500;462;2466097;4620453.02;131;278500;5036500
151;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;1;;19.81;2;16;4;1;4;1300;4;11;AP;2;;;;;;;;;462;2466097;4620453.02;131;278500;5036500;462;2466023;4620288.00;108;285500;5041500
152;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;2;1;18.34;1;16;4;1;1;715;2;6;AC;1;;;;;;;;;462;2466023;4620288.00;108;285500;5041500;462;2466142;4620521.07;132;281500;5038500
153;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;2;;18.34;1;16;4;1;2;820;2;11;AC;1;;;;;;;;;462;2466142;4620521.07;132;281500;5038500;462;2466023;4620288.00;108;285500;5041500
154;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;2;;18.34;1;16;4;1;3;1115;3;6;AC;1;;;;;;;;;462;2466023;4620288.00;108;285500;5041500;462;2466097;4620453.02;131;278500;5036500
155;1003636;;18.17;3;2;462;2466023;4620288.00;108;285500;5041500;2;;18.34;1;16;4;1;4;1300;4;11;AC;1;;;;;;;;;462;2466097;4620453.02;131;278500;5036500;462;2466023;4620288.00;108;285500;5041500
156;1003731;1;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;1;1;28.17;1;8;1;1;1;745;2;9;MV;14;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620280.00;108;291500;5045500
157;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;1;;28.17;1;8;1;1;2;805;2;1;TC;3;4;4;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620062.00;101;299500;5040500
158;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;1;;28.17;1;8;1;1;3;1705;5;11;TC;4;4;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620281.00;108;291500;5045500
159;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;1;;28.17;1;8;1;1;4;2015;6;5;MV;14;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620279.00;108;291500;5046500
160;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;1;;28.17;1;8;1;1;5;2030;6;11;MV;14;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620281.00;108;291500;5045500
161;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;2;1;25.82;2;9;1;1;1;630;2;1;AC;1;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620415.05;119;284500;5038500
162;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;2;;25.82;2;9;1;1;2;1630;5;10;AC;1;;;;;;;;;462;2466023;4620415.05;119;284500;5038500;462;2466023;4620280.00;108;291500;5045500
163;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;2;;25.82;2;9;1;1;3;1645;5;11;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620281.00;108;291500;5045500
164;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;3;1;27.37;2;2;3;5;1;745;2;4;MV;14;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620280.00;108;291500;5045500
165;1003731;;25.54;1;3;462;2466023;4620281.00;108;291500;5045500;3;;27.37;2;2;3;5;2;1645;5;11;AP;2;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620281.00;108;291500;5045500
166;1003951;1;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;1;1;30.55;1;6;1;1;1;700;2;1;TC;3;;;;;;;;;462;2466023;4620267.00;108;292500;5044500;462;2466023;4620062.00;101;298500;5040500
167;1003951;;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;1;;30.55;1;6;1;1;2;1700;5;11;TC;4;4;;;;;;;;462;2466023;4620062.00;101;298500;5040500;462;2466023;4620267.00;108;292500;5044500
168;1003951;;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;1;;30.55;1;6;1;1;3;2000;6;12;AC;1;;;;;;;;;462;2466023;4620267.00;108;292500;5044500;462;2466023;4620220.00;107;295500;5043500
169;1003951;;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;1;;30.55;1;6;1;1;4;2200;6;11;AC;1;;;;;;;;;462;2466023;4620220.00;107;295500;5043500;462;2466023;4620267.00;108;292500;5044500
170;1003951;;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;2;1;27.22;2;6;2;1;1;800;2;1;AC;1;;;;;;;;;462;2466023;4620267.00;108;292500;5044500;462;2466023;4620415.06;119;289500;5039500
171;1003951;;21.51;1;2;462;2466023;4620267.00;108;292500;5044500;2;;27.22;2;6;2;1;2;1730;5;11;AC;1;;;;;;;;;462;2466023;4620415.06;119;289500;5039500;462;2466023;4620267.00;108;292500;5044500
172;1004122;1;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;1;1;17.14;1;11;1;1;1;1130;3;2;AC;1;;;;;;;;;462;2466023;4620284.00;108;289500;5044500;462;2458033;4620887.03;309;308500;5048500
173;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;1;;17.14;1;11;1;1;2;1400;4;11;AC;1;;;;;;;;;462;2458033;4620887.03;309;308500;5048500;462;2466023;4620284.00;108;289500;5044500
174;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;1;;17.14;1;11;1;1;3;1830;6;6;AC;1;;;;;;;;;462;2466023;4620284.00;108;289500;5044500;462;2465005;4620633.00;406;291500;5049500
175;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;1;;17.14;1;11;1;1;4;2100;6;11;AC;1;;;;;;;;;462;2465005;4620633.00;406;291500;5049500;462;2466023;4620284.00;108;289500;5044500
176;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;2;1;18.28;2;10;2;1;1;1830;6;6;AP;2;;;;;;;;;462;2466023;4620284.00;108;289500;5044500;462;2465005;4620633.00;406;291500;5049500
177;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;2;;18.28;2;10;2;1;2;2100;6;11;AP;2;;;;;;;;;462;2465005;4620633.00;406;291500;5049500;462;2466023;4620284.00;108;289500;5044500
178;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;3;1;17.54;1;4;3;5;1;700;2;4;TC;3;6;;;;;;;;462;2466023;4620284.00;108;289500;5044500;462;2465005;4620627.00;407;293500;5052500
179;1004122;;17.09;2;3;462;2466023;4620284.00;108;289500;5044500;3;;17.54;1;4;3;5;2;1500;4;11;TC;6;3;;;;;;;;462;2465005;4620627.00;407;293500;5052500;462;2466023;4620284.00;108;289500;5044500
180;1004452;1;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;1;1;11.83;2;11;1;1;1;1100;3;5;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5044500;462;2465005;4620657.01;404;282500;5048500
181;1004452;;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;1;;11.83;2;11;1;1;2;1130;3;5;AC;1;;;;;;;;;462;2465005;4620657.01;404;282500;5048500;462;2473020;4620703.02;644;279500;5054500
182;1004452;;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;1;;11.83;2;11;1;1;3;1530;5;5;AC;1;;;;;;;;;462;2473020;4620703.02;644;279500;5054500;462;2465005;4620645.00;403;285500;5044500
183;1004452;;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;1;;11.83;2;11;1;1;4;1545;5;11;AC;1;;;;;;;;;462;2465005;4620645.00;403;285500;5044500;462;2466023;4620280.00;108;291500;5044500
184;1004452;;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;2;1;12.95;1;11;1;1;1;530;1;1;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5044500;462;2466142;4620520.04;132;281500;5038500
185;1004452;;12.92;2;2;462;2466023;4620280.00;108;291500;5044500;2;;12.95;1;11;1;1;2;1100;3;11;AC;1;;;;;;;;;462;2466142;4620520.04;132;281500;5038500;462;2466023;4620280.00;108;291500;5044500
186;1004523;1;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;1;1;26.68;1;5;3;1;1;730;2;1;AP;2;;;;;;;;;462;2466023;4620288.00;108;286500;5042500;462;2466023;4620127.01;105;295500;5040500
187;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;1;;26.68;1;5;3;1;2;1730;5;11;TC;4;4;3;;;;;;;462;2466023;4620127.01;105;295500;5040500;462;2466023;4620288.00;108;286500;5042500
188;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;2;1;26.07;1;4;3;1;1;730;2;1;AP;2;;;;;;;;;462;2466023;4620288.00;108;286500;5042500;462;2466023;4620126.00;105;295500;5040500
189;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;2;;26.07;1;4;3;1;2;1730;5;11;TC;4;4;3;;;;;;;462;2466023;4620126.00;105;295500;5040500;462;2466023;4620288.00;108;286500;5042500
190;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;3;1;25.47;1;11;1;1;1;730;2;9;AC;1;;;;;;;;;462;2466023;4620288.00;108;286500;5042500;462;2466023;4620127.01;105;295500;5040500
191;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;3;;25.47;1;11;1;1;2;835;2;1;AC;1;;;;;;;;;462;2466023;4620127.01;105;295500;5040500;462;2466023;4620418.00;119;290500;5041500
192;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;3;;25.47;1;11;1;1;3;1900;6;11;AC;1;;;;;;;;;462;2466023;4620418.00;119;290500;5041500;462;2466023;4620288.00;108;286500;5042500
193;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;4;1;23.25;2;11;1;1;1;930;3;1;AC;1;;;;;;;;;462;2466023;4620288.00;108;286500;5042500;462;2466023;4620285.00;108;288500;5043500
194;1004523;;25.4;2;4;462;2466023;4620288.00;108;286500;5042500;4;;23.25;2;11;1;1;2;1800;5;11;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620288.00;108;286500;5042500
195;1004545;1;28.46;2;2;462;2466023;4620264.01;108;294500;5046500;1;1;29.94;2;7;1;1;1;830;2;1;MV;13;;;;;;;;;462;2466023;4620264.01;108;294500;5046500;462;2466023;4620367.00;121;295500;5042500
196;1004545;;28.46;2;2;462;2466023;4620264.01;108;294500;5046500;1;;29.94;2;7;1;1;2;1600;5;11;MV;13;;;;;;;;;462;2466023;4620367.00;121;295500;5042500;462;2466023;4620264.01;108;294500;5046500
197;1004667;1;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;1;48.71;1;9;2;1;1;755;2;1;AC;1;;;;;;;;;462;2466023;4620279.00;108;292500;5046500;462;2466023;4620190.02;110;300500;5047500
198;1004667;;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;;48.71;1;9;2;1;2;1545;5;11;AC;1;;;;;;;;;462;2466023;4620190.02;110;300500;5047500;462;2466023;4620279.00;108;292500;5046500
199;1004667;;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;;48.71;1;9;2;1;3;1830;6;5;AC;1;;;;;;;;;462;2466023;4620279.00;108;292500;5046500;462;2466023;4620279.00;108;291500;5045500
200;1004667;;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;;48.71;1;9;2;1;4;1930;6;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620279.00;108;292500;5046500
201;1004667;;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;;48.71;1;9;2;1;5;2200;6;6;AC;1;;;;;;;;;462;2466023;4620279.00;108;292500;5046500;462;2466023;4620279.00;108;291500;5046500
202;1004667;;38.97;1;1;462;2466023;4620279.00;108;292500;5046500;1;;48.71;1;9;2;1;6;2300;6;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620279.00;108;292500;5046500
203;1004945;1;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;1;1;14.42;2;11;1;1;1;800;2;1;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620267.00;108;293500;5044500
204;1004945;;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;1;;14.42;2;11;1;1;2;1700;5;11;AC;1;;;;;;;;;462;2466023;4620267.00;108;293500;5044500;462;2466023;4620280.00;108;291500;5045500
205;1004945;;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;2;1;16.17;1;4;3;5;1;830;2;4;MV;14;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620277.00;108;292500;5047500
206;1004945;;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;2;;16.17;1;4;3;5;2;1600;5;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620280.00;108;291500;5045500
207;1004945;;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;3;1;16.68;1;3;3;5;1;800;2;4;TC;3;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620277.00;108;292500;5047500
208;1004945;;15.75;2;3;462;2466023;4620280.00;108;291500;5045500;3;;16.68;1;3;3;5;2;1530;5;11;TC;3;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620280.00;108;291500;5045500
209;1005185;;17.09;1;2;462;2466023;4620281.00;108;291500;5045500;2;1;16.8;2;12;1;1;1;730;2;1;TC;4;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620062.00;101;299500;5039500
210;1005185;;17.09;1;2;462;2466023;4620281.00;108;291500;5045500;2;;16.8;2;12;1;1;2;1630;5;11;TC;4;;;;;;;;;462;2466023;4620062.00;101;299500;5039500;462;2466023;4620281.00;108;291500;5045500
211;1005228;1;18.17;1;2;462;2466023;4620279.00;108;291500;5045500;1;1;18.34;1;16;4;2;1;1230;4;7;AJ;11;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620277.00;108;292500;5047500
212;1005228;;18.17;1;2;462;2466023;4620279.00;108;291500;5045500;1;;18.34;1;16;4;2;2;1325;4;11;AJ;11;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620279.00;108;291500;5045500
213;1005228;;18.17;1;2;462;2466023;4620279.00;108;291500;5045500;2;1;19.81;2;16;4;2;1;1230;4;7;AJ;11;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620277.00;108;292500;5047500
214;1005228;;18.17;1;2;462;2466023;4620279.00;108;291500;5045500;2;;19.81;2;16;4;2;2;1325;4;11;AJ;11;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620279.00;108;291500;5045500
215;1005300;1;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;1;1;21.06;1;10;1;1;1;1000;3;1;AC;1;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620062.00;101;299500;5040500
216;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;1;;21.06;1;10;1;1;2;1100;3;11;AC;1;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620275.00;108;292500;5048500
217;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;2;1;23.42;2;10;1;1;1;800;2;1;MV;14;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620266.00;108;292500;5045500
218;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;2;;23.42;2;10;1;1;2;1700;5;11;MV;14;;;;;;;;;462;2466023;4620266.00;108;292500;5045500;462;2466023;4620275.00;108;292500;5048500
219;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;3;1;21.14;2;4;3;2;1;1000;3;4;TC;3;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620030.00;111;300500;5045500
220;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;3;;21.14;2;4;3;2;2;1630;5;11;TC;3;;;;;;;;;462;2466023;4620030.00;111;300500;5045500;462;2466023;4620275.00;108;292500;5048500
221;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;4;1;21.14;2;4;3;2;1;815;2;4;TC;3;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620268.01;108;291500;5044500
222;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;4;;21.14;2;4;3;2;2;1630;5;11;TC;3;;;;;;;;;462;2466023;4620268.01;108;291500;5044500;462;2466023;4620275.00;108;292500;5048500
223;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;5;1;22.78;1;2;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620275.00;108;293500;5048500
224;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;5;;22.78;1;2;3;5;2;1500;4;11;MV;14;;;;;;;;;462;2466023;4620275.00;108;293500;5048500;462;2466023;4620275.00;108;292500;5048500
225;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;6;1;22.37;2;3;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620275.00;108;293500;5048500
226;1005300;;21.9;1;6;462;2466023;4620275.00;108;292500;5048500;6;;22.37;2;3;3;5;2;1530;5;11;MV;14;;;;;;;;;462;2466023;4620275.00;108;293500;5048500;462;2466023;4620275.00;108;292500;5048500
227;1005519;1;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;1;1;13.53;2;11;2;1;1;2230;6;10;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620418.00;119;290500;5041500
228;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;1;;13.53;2;11;2;1;2;2252;6;11;AC;1;;;;;;;;;462;2466023;4620418.00;119;290500;5041500;462;2466023;4620280.00;108;291500;5045500
229;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;3;1;14.27;2;4;3;2;1;800;2;4;TC;4;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620143.00;106;299500;5041500
230;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;3;;14.27;2;4;3;2;2;1200;4;11;TC;4;;;;;;;;;462;2466023;4620143.00;106;299500;5041500;462;2466023;4620280.00;108;291500;5045500
231;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;3;;14.27;2;4;3;2;3;1400;4;4;TC;4;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620143.00;106;299500;5041500
232;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;3;;14.27;2;4;3;2;4;1600;5;11;TC;4;;;;;;;;;462;2466023;4620143.00;106;299500;5041500;462;2466023;4620280.00;108;291500;5045500
233;1005519;;14.78;1;4;462;2466023;4620280.00;108;291500;5045500;3;;14.27;2;4;3;2;5;2000;6;7;TC;3;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620418.00;119;290500;5041500
